N,Release Date,Movie,Production Budget,Domestic Gross,Worldwide Gross
1293,6/5/2009,The Hangover,35000000,277322503,469553471
1294,11/20/2009,The Blind Side,35000000,255959475,305705795
1295,6/23/1989,Batman,35000000,251188924,411348924
1296,6/10/1999,Austin Powers: The Spy Who Shagged Me,35000000,206040085,310332636
1297,12/22/2010,True Grit,35000000,171243005,252276928
1298,5/15/1992,Lethal Weapon 3,35000000,144731527,319700000
1299,9/18/1998,Rush Hour,35000000,141186864,245300000
1300,2/8/2013,Identity Thief,35000000,134506920,176275024
1301,6/30/2006,The Devil Wears Prada,35000000,124740460,326551094
1302,7/8/2011,Horrible Bosses,35000000,117538559,214538559
1303,3/30/2001,Spy Kids,35000000,112692062,197692062
1304,12/13/2013,Saving Mr. Banks,35000000,83299761,101199761
1305,12/7/1979,Star Trek: The Motion Picture,35000000,82258456,139000000
1306,3/21/2008,21,35000000,81159365,157852532
1307,5/3/2008,What Happens in Vegas...,35000000,80277646,218535708
1308,11/15/1991,Cape Fear,35000000,79091969,182291969
1309,11/15/1996,The English Patient,35000000,78716374,231716374
1310,3/25/2005,Guess Who,35000000,68915888,102115888
1311,12/21/2012,This is 40,35000000,67544505,90221182
1312,9/19/1997,L.A. Confidential,35000000,64604977,110604977
1313,7/29/2005,Sky High,35000000,63939454,81627454
1314,9/19/1997,In & Out,35000000,63826569,83226569
1315,4/30/2010,A Nightmare on Elm Street,35000000,63075011,117729621
1316,8/18/2000,The Cell,35000000,61280963,85911226
1317,7/7/1995,Species,35000000,60054449,113354449
1318,4/7/2006,The Benchwarmers,35000000,59843754,65063726
1319,10/8/2010,Secretariat,35000000,59699513,60376247
1320,3/13/1998,The Man in the Iron Mask,35000000,56968169,56968169
1321,7/22/2011,Friends with Benefits,35000000,55802754,150483765
1322,3/23/2007,TMNT,35000000,54149098,96096018
1323,10/24/2003,Radio,35000000,52333738,53293628
1324,11/25/2009,Old Dogs,35000000,49492060,95104304
1325,11/18/1992,Malcolm X,35000000,48169910,48169910
1326,1/23/2009,Underworld 3: Rise of the Lycans,35000000,45802315,89102315
1327,7/29/2005,Must Love Dogs,35000000,43894863,58894863
1328,7/3/2007,License to Wed,35000000,43799818,70187088
1329,2/28/1997,Donnie Brasco,35000000,41954997,65303052
1330,10/17/2008,Max Payne,35000000,40687294,85761789
1331,3/15/2002,Resident Evil,35000000,40119709,103787401
1332,3/26/2004,The Ladykillers,35000000,39692139,77392139
1333,5/6/2011,Something Borrowed,35000000,39046489,65084116
1334,12/1/2006,The Nativity Story,35000000,37629831,46432264
1335,10/28/2011,In Time,35000000,37553932,170064664
1336,4/23/2010,The Back-up Plan,35000000,37490007,75281179
1337,11/9/2011,J. Edgar,35000000,37306030,79006030
1338,11/17/2000,Bounce,35000000,36805288,53425292
1339,12/3/2004,Closer,35000000,33987757,115476509
1340,12/23/1994,Street Fighter,35000000,33423000,99423000
1341,11/21/2001,Black Knight,35000000,33422806,33422806
1342,7/22/2005,The Bad News Bears,35000000,32868349,33500620
1343,12/27/2002,The Pianist,35000000,32519322,120000000
1344,5/6/2005,House of Wax,35000000,32064800,70064800
1345,10/19/2001,From Hell,35000000,31598308,68712365
1346,8/15/2008,Mirrors,35000000,30691439,77220596
1347,2/22/2002,Queen of the Damned,35000000,30307804,30307804
1348,8/20/2010,Nanny McPhee and the Big Bang,35000000,29197642,97799865
1349,1/25/2008,Untraceable,35000000,28687835,52649951
1350,11/21/1990,Predator 2,35000000,28317513,54768418
1351,9/23/2011,Abduction,35000000,28087155,86648359
1352,12/5/1980,Flash Gordon,35000000,27107960,27107960
1353,3/28/2008,Superhero Movie,35000000,26638520,73026302
1354,2/12/1999,Blast from the Past,35000000,26613620,26613620
1355,10/19/2012,Alex Cross,35000000,25888412,32785147
1356,3/26/2004,Jersey Girl,35000000,25266129,37066129
1357,11/21/1997,Midnight in the Garden of Good and Evil,35000000,25078937,25078937
1358,11/9/2001,Heist,35000000,23483357,28906817
1359,4/9/2004,Ella Enchanted,35000000,22913677,22913677
1360,7/25/2008,The X-Files: I Want to Believe,35000000,20982478,68369434
1361,8/24/2012,Premium Rush,35000000,20275446,31393201
1362,1/18/2013,Broken City,35000000,19701164,30746765
1363,8/19/2005,Valiant,35000000,19478106,64188387
1364,2/23/2000,Wonder Boys,35000000,19389454,33422485
1365,2/25/2005,Cursed,35000000,19294901,25114901
1366,12/21/2007,Walk Hard: The Dewey Cox Story,35000000,18317151,20606053
1367,9/20/2002,The Four Feathers,35000000,18306166,29882645
1368,4/30/2010,Furry Vengeance,35000000,17630465,39340177
1369,1/25/2013,Parker,35000000,17616641,46346651
1370,9/17/2004,Wimbledon,35000000,16862585,41666476
1371,9/15/2000,Bait,35000000,15325127,15471969
1372,12/8/2000,Dungeons and Dragons,35000000,15185241,33771965
1373,11/9/2007,Lions for Lambs,35000000,14998070,63211088
1374,1/18/1991,Flight of the Intruder,35000000,14471440,14471440
1375,5/27/2011,The Tree of Life,35000000,13305665,62305665
1376,8/17/2001,American Outlaws,35000000,13264986,13264986
1377,8/11/2006,Zoom,35000000,11989328,12506188
1378,12/25/2001,The Shipping News,35000000,11405825,24405825
1379,12/18/2009,The Young Victoria,35000000,11001272,31878891
1380,3/28/2014,Sabotage,35000000,10508518,18376443
1381,9/4/1998,Knock Off,35000000,10319915,10319915
1382,9/11/2009,Whiteout,35000000,10275638,12254746
1383,11/22/2006,The Fountain,35000000,10144010,15461638
1384,11/29/2013,Mandela: Long Walk to Freedom,35000000,8324748,27481678
1385,12/5/2008,Punisher: War Zone,35000000,8050977,10157534
1386,9/5/2003,The Order,35000000,7659747,11559747
1387,11/10/2006,A Good Year,35000000,7459300,42064105
1388,11/6/2002,Femme Fatale,35000000,6630252,16830252
1389,5/2/1997,Warriors of Virtue,35000000,6448817,6448817
1390,9/26/2003,Luther,35000000,5781086,29465190
1391,1/21/2010,Biutiful,35000000,5101237,24687524
1392,2/21/1992,Radio Flyer,35000000,4651977,4651977
1393,4/16/1993,Bound by Honor,35000000,4496583,4496583
1394,2/28/1997,Smilla's Sense of Snow,35000000,2221994,2221994
1395,10/3/1986,Playing for Keeps,35000000,2000000,2000000
1396,1/1/1980,Lion of the Desert,35000000,1500000,1500000
1397,4/19/1996,Le hussard sur le toit,35000000,1320043,1320043
1398,11/24/1999,Ride With the Devil,35000000,630779,630779
1399,9/22/2006,Bandidas,35000000,0,18400000
1400,12/31/2008,Black Water Transit,35000000,0,0
1401,12/25/2011,The Darkest Hour,34800000,21443494,62831715
1402,9/19/2014,The Maze Runner,34000000,90995816,252495816
1403,9/17/1993,The Age of Innocence,34000000,32014993,32014993
1404,8/14/2009,Gake no ue no Ponyo,34000000,15090399,205312666
1405,9/1/1999,Chill Factor,34000000,11263966,11263966
1406,8/27/1999,The Astronaut's Wife,34000000,10672566,10672566
1407,5/5/2000,I Dreamed of Africa,34000000,6543194,6543194
1408,9/5/2014,The House of Magic,34000000,4091,4091
1409,12/4/1981,Reds,33500000,50000000,50000000
1410,12/11/1992,A Few Good Men,33000000,141340178,236500000
1411,6/2/2000,Big Momma's House,33000000,117559438,173559438
1412,3/16/2001,Exit Wounds,33000000,51758599,79958599
1413,7/27/2012,Step Up Revolution,33000000,35074677,165552290
1414,8/18/2006,Snakes on a Plane,33000000,34020814,62020814
1415,4/16/2004,The Punisher,33000000,33664370,54533774
1416,9/8/2000,The Watcher,33000000,28946615,47267829
1417,4/27/2012,Safe,33000000,17142080,41495213
1418,3/14/2008,Doomsday,33000000,11008770,21621188
1419,4/23/1999,Pushing Tin,33000000,8408835,8408835
1420,5/12/2006,Goal! The Dream Begins,33000000,4283255,27610873
1421,5/25/1983,Star Wars Ep. VI: Return of the Jedi,32500000,309205079,572700000
1422,5/13/2011,Bridesmaids,32500000,169106725,289527030
1423,12/10/2008,The Reader,32500000,34194407,113019290
1424,4/26/2013,The Big Wedding,32500000,21819348,35770721
1425,2/24/2012,Wanderlust,32500000,17288155,24159934
1426,11/7/2003,Elf,32000000,173398518,222124612
1427,7/5/1996,Phenomenon,32000000,104636382,152036382
1428,6/12/2013,This is the End,32000000,101470202,126294264
1429,1/18/2002,Snow Dogs,32000000,81150692,116898028
1430,6/16/2006,Nacho Libre,32000000,80197993,99296462
1431,11/23/1988,Scrooged,32000000,60328558,60328558
1432,8/27/2010,Takers,32000000,57744720,70587268
1433,4/1/2011,Source Code,32000000,54712227,140428499
1434,9/10/1999,Stigmata,32000000,50041732,89441732
1435,11/10/2000,Men of Honor,32000000,48814909,82339483
1436,9/2/2005,The Transporter 2,32000000,43095856,88978458
1437,2/18/2011,"Big Mommas: Like Father, Like Son",32000000,37915414,83915414
1438,1/15/1993,Alive,32000000,36299670,36299670
1439,2/23/2007,The Number 23,32000000,35193167,77593167
1440,12/14/1979,1941,32000000,34175000,94875000
1441,10/21/2005,Dreamer: Inspired by a True Story,32000000,33022286,39498360
1442,9/23/2005,A History of Violence,32000000,31493782,61477797
1443,3/15/2013,The Incredible Burt Wonderstone,32000000,22537881,24255957
1444,2/10/1995,The Quick and the Dead,32000000,18552460,18552460
1445,4/30/2004,Laws of Attraction,32000000,17848322,29948322
1446,9/3/2010,Going the Distance,32000000,17804299,39990165
1447,10/22/1999,Bringing Out The Dead,32000000,16640210,16640210
1448,3/19/2010,Repo Men,32000000,13942007,18195238
1449,9/14/2007,D-War,32000000,10977721,79915361
1450,9/6/1996,Bogus,32000000,4357406,4357406
1451,3/26/1997,Cats Don't Dance,32000000,3588602,3588602
1452,12/8/1999,Cradle Will Rock,32000000,2899970,2899970
1453,12/15/2006,The Good German,32000000,1308696,1308696
1454,12/31/2004,George and the Dragon,32000000,0,0
1455,8/15/1979,Apocalypse Now,31500000,78800000,78800000
1456,11/2/2012,Flight,31000000,93772375,161772375
1457,12/18/1985,Out of Africa,31000000,79096868,258210860
1458,6/29/1979,Moonraker,31000000,70300000,210300000
1459,3/7/2014,The Grand Budapest Hotel,31000000,59076019,158076019
1460,7/18/1990,Arachnophobia,31000000,53208180,53208180
1461,4/28/2000,Frequency,31000000,44983704,68079671
1462,9/28/2001,Hearts in Atlantis,31000000,24185781,30885781
1463,1/22/2010,Extraordinary Measures,31000000,12482741,15826984
1464,10/20/1995,Get Shorty,30250000,72021008,115021008
1465,6/8/1984,Ghostbusters,30000000,238632124,291632124
1466,11/22/1995,Toy Story,30000000,191780865,364530148
1467,12/27/2002,Chicago,30000000,170687518,307687518
1468,6/25/1999,Big Daddy,30000000,163479795,228641283
1469,8/10/2001,American Pie 2,30000000,145096820,286500000
1470,2/10/2012,The Vow,30000000,125014030,197618160
1471,6/10/1994,Speed,30000000,121248145,283200000
1472,3/2/1990,The Hunt for Red October,30000000,120709866,200500000
1473,8/16/2013,Lee Daniels' The Butler,30000000,116632095,151513429
1474,9/29/2000,Remember the Titans,30000000,115654751,136706683
1475,8/14/2009,District 9,30000000,115646235,215196627
1476,6/18/2004,Dodgeball: A True Underdog Story,30000000,114326736,167791704
1477,11/22/1991,The Addams Family,30000000,113502246,191502246
1478,11/10/1995,Ace Ventura: When Nature Calls,30000000,108360063,212400000
1479,8/3/2001,The Princess Diaries,30000000,108244774,165334774
1480,3/5/1999,Analyze This,30000000,106885658,176885658
1481,9/20/1996,The First Wives Club,30000000,105489203,181489203
1482,12/15/2004,Million Dollar Baby,30000000,100492203,232016402
1483,9/22/1995,Se7en,30000000,100125643,328125643
1484,10/8/2003,Mystic River,30000000,90135191,156835191
1485,11/10/1999,Pokemon: The First Movie,30000000,85744662,163644662
1486,11/19/2004,SpongeBob SquarePants,30000000,85416609,140416609
1487,12/4/2009,Up in the Air,30000000,83823381,166842739
1488,6/25/2004,The Notebook,30000000,81001787,102276787
1489,4/10/2009,Hannah Montana the Movie,30000000,79576189,169173206
1490,1/13/2008,27 Dresses,30000000,76808654,160247805
1491,11/17/2000,Rugrats in Paris,30000000,76501438,103284813
1492,12/25/1991,The Prince of Tides,30000000,74787599,74787599
1493,8/12/2005,Four Brothers,30000000,74494381,92494381
1494,12/23/1994,Legends of the Fall,30000000,66502573,160502573
1495,9/28/2012,Looper,30000000,66486205,176486205
1496,2/1/2013,Warm Bodies,30000000,66380662,116643610
1497,12/13/2002,About Schmidt,30000000,65005217,107054484
1498,1/17/2014,The Nut Job,30000000,64251538,66251538
1499,2/16/2001,Down to Earth,30000000,64172251,71172251
1500,8/4/1995,Babe,30000000,63658910,246100000
1501,8/8/2012,Hope Springs,30000000,63536011,104534624
1502,4/18/2008,Forgetting Sarah Marshall,30000000,63172463,105173042
1503,10/8/2004,Friday Night Lights,30000000,61255921,61950770
1504,4/25/2008,Baby Mama,30000000,60494212,64391484
1505,5/29/1998,Hope Floats,30000000,60110313,81529000
1506,1/9/2009,Bride Wars,30000000,58715510,115150424
1507,8/20/2004,Without a Paddle,30000000,58156435,65121280
1508,4/23/2004,13 Going On 30,30000000,57139723,96439723
1509,5/20/2011,Midnight in Paris,30000000,56816662,154816662
1510,10/5/2005,Wallace & Gromit: The Curse of the Were-Rabbit,30000000,56068547,197593152
1511,9/16/2005,The Corpse Bride,30000000,53359111,114770654
1512,5/14/2010,Letters to Juliet,30000000,53032453,79135982
1513,4/6/2001,Blow,30000000,52990775,83282296
1514,2/12/1999,Message in a Bottle,30000000,52880016,52880016
1515,6/9/1989,Star Trek V: The Final Frontier,30000000,52210049,70200000
1516,7/3/2002,Like Mike,30000000,51432423,62432423
1517,3/18/1994,Naked Gun 33 1/3: The Final Insult,30000000,51041856,51041856
1518,12/7/2007,Atonement,30000000,50980159,130200290
1519,5/24/1985,A View to a Kill,30000000,50327960,152627960
1520,1/14/2005,Racing Stripes,30000000,49772522,93772522
1521,9/22/1989,Black Rain,30000000,45892212,45892212
1522,4/13/2012,The Three Stooges,30000000,44338224,53801644
1523,7/21/2000,Pokemon 2000,30000000,43746923,133946923
1524,8/6/2010,Step Up 3D,30000000,42400223,165889117
1525,5/29/2009,Drag Me To Hell,30000000,42100625,91388487
1526,4/13/2012,The Cabin in the Woods,30000000,42073277,70768144
1527,9/19/2003,Secondhand Lions,30000000,42070939,47902566
1528,11/10/2006,Stranger Than Fiction,30000000,40435190,45235190
1529,4/8/2011,Hanna,30000000,40259119,65343694
1530,8/16/2002,Blue Crush,30000000,40118420,51618420
1531,10/19/2007,30 Days of Night,30000000,39568996,80276156
1532,12/19/1986,Little Shop of Horrors,30000000,38747385,38747385
1533,9/15/2006,Gridiron Gang,30000000,38432823,41457834
1534,7/20/1988,Midnight Run,30000000,38413606,81613606
1535,1/25/2008,Meet the Spartans,30000000,38233676,84646831
1536,11/13/1987,The Running Man,30000000,38122000,38122000
1537,9/13/2013,The Family,30000000,36918811,51078541
1538,11/21/1997,Mortal Kombat: Annihilation,30000000,35927406,51327406
1539,7/1/2011,Larry Crowne,30000000,35608245,61449135
1540,10/18/2013,Carrie,30000000,35266619,85039274
1541,4/1/2006,Take the Lead,30000000,34742066,65390493
1542,11/24/2010,Love and Other Drugs,30000000,32367005,102719647
1543,6/1/2001,What's the Worst That Could Happen?,30000000,32267774,38462071
1544,2/8/2013,Side Effects,30000000,32172757,60288363
1545,9/9/2009,9,30000000,31749894,48559999
1546,8/1/2014,Get on Up,30000000,30606390,31814888
1547,7/2/2014,Deliver Us from Evil,30000000,30577122,86735470
1548,4/27/2012,The Five-Year Engagement,30000000,28700285,54731640
1549,4/2/2004,The Prince & Me,30000000,28165882,29356757
1550,7/15/2011,Winnie the Pooh,30000000,26692846,50145607
1551,5/15/1998,Bulworth,30000000,26528684,29203383
1552,6/13/2003,Dumb and Dumberer: When Harry Met Lloyd,30000000,26214846,26214846
1553,8/4/1995,Virtuosity,30000000,23998226,23998226
1554,9/18/1998,One True Thing,30000000,23337196,26708196
1555,2/4/2011,Sanctum,30000000,23209310,104283753
1556,9/17/2004,Mr. 3000,30000000,21800302,21827296
1557,11/19/2010,The Next Three Days,30000000,21148651,67255916
1558,8/6/2004,Little Black Book,30000000,20422207,21758371
1559,1/19/2005,Assault On Precinct 13,30000000,20040895,36040895
1560,9/19/2008,Igor,30000000,19528602,31013349
1561,10/4/2013,Runner Runner,30000000,19316646,62616646
1562,2/6/1998,The Replacement Killers,30000000,19035741,19035741
1563,3/3/2006,Ultraviolet,30000000,18522064,20722064
1564,10/21/2005,North Country,30000000,18324242,25224242
1565,8/19/2011,Fright Night,30000000,18298649,40520649
1566,7/17/2002,Eight Legged Freaks,30000000,17266505,36722311
1567,7/19/1996,Fled,30000000,17192205,19892205
1568,6/4/2010,Splice,30000000,17010170,22461001
1569,4/18/2008,88 Minutes,30000000,16930884,32955399
1570,4/9/2004,The Whole Ten Yards,30000000,16323969,26323969
1571,8/1/1986,Howard the Duck,30000000,16295774,16295774
1572,10/24/2008,Pride and Glory,30000000,15740721,43440721
1573,8/26/2005,The Cave,30000000,15007991,27147991
1574,4/30/2004,Godsend,30000000,14334645,16910708
1575,6/20/2003,Alex & Emma,30000000,14208384,15358583
1576,9/3/2004,Wicker Park,30000000,13001257,21601257
1577,12/25/2005,The New World,30000000,12712093,26184400
1578,1/18/2013,The Last Stand,30000000,12050299,48050299
1579,1/15/1999,In Dreams,30000000,12017369,12017369
1580,3/12/1999,Wing Commander,30000000,11578022,11578022
1581,1/12/2001,Antitrust,30000000,10965209,17865209
1582,3/8/2013,Dead Man Down,30000000,10895295,18903193
1583,4/29/2011,Hoodwinked Too: Hood vs. Evil,30000000,10143779,23353111
1584,4/8/2009,Dragonball Evolution,30000000,9362785,58228460
1585,9/24/2004,First Daughter,30000000,9055010,10419084
1586,9/9/2005,An Unfinished Life,30000000,8535575,18535575
1587,12/25/2009,The Imaginarium of Doctor Parnassus,30000000,7689607,64352607
1588,12/17/2010,Barney's Version,30000000,7502560,8845575
1589,9/20/2002,Trapped,30000000,6916869,6916869
1590,6/1/1984,Once Upon a Time in America,30000000,5321508,5321508
1591,1/22/1999,Gloria,30000000,4167493,4967493
1592,9/21/2007,The Assassination of Jesse James by the Coward Robert Ford,30000000,3909149,15313631
